"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Portugal (PT)","06.01.2022 04:00 - 06.01.2022 05:00 (UTC)","407","n/e","n/e","n/e","1211","0","n/e","n/e","n/e","n/e","55","142","139","329","n/e","n/e","21","n/e","0","n/e","0","1421"
"Portugal (PT)","06.01.2022 05:00 - 06.01.2022 06:00 (UTC)","406","n/e","n/e","n/e","1319","0","n/e","n/e","n/e","n/e","55","13","137","481","n/e","n/e","21","n/e","0","n/e","0","1196"
"Portugal (PT)","06.01.2022 06:00 - 06.01.2022 07:00 (UTC)","407","n/e","n/e","n/e","1596","0","n/e","n/e","n/e","n/e","209","12","313","708","n/e","n/e","22","n/e","0","n/e","0","999"
"Portugal (PT)","06.01.2022 07:00 - 06.01.2022 08:00 (UTC)","403","n/e","n/e","n/e","1697","0","n/e","n/e","n/e","n/e","315","12","379","707","n/e","n/e","21","n/e","1","n/e","0","1177"
"Portugal (PT)","06.01.2022 08:00 - 06.01.2022 09:00 (UTC)","407","n/e","n/e","n/e","1922","0","n/e","n/e","n/e","n/e","743","11","523","809","n/e","n/e","21","n/e","118","n/e","0","1209"
"Portugal (PT)","06.01.2022 09:00 - 06.01.2022 10:00 (UTC)","409","n/e","n/e","n/e","1934","0","n/e","n/e","n/e","n/e","619","6","547","942","n/e","n/e","21","n/e","438","n/e","0","992"
"Portugal (PT)","06.01.2022 10:00 - 06.01.2022 11:00 (UTC)","411","n/e","n/e","n/e","1816","0","n/e","n/e","n/e","n/e","570","3","347","819","n/e","n/e","23","n/e","674","n/e","0","830"
"Portugal (PT)","06.01.2022 11:00 - 06.01.2022 12:00 (UTC)","411","n/e","n/e","n/e","1896","0","n/e","n/e","n/e","n/e","471","3","317","719","n/e","n/e","22","n/e","767","n/e","0","761"
"Portugal (PT)","06.01.2022 12:00 - 06.01.2022 13:00 (UTC)","408","n/e","n/e","n/e","1917","0","n/e","n/e","n/e","n/e","308","3","231","689","n/e","n/e","22","n/e","769","n/e","0","870"
"Portugal (PT)","06.01.2022 13:00 - 06.01.2022 14:00 (UTC)","410","n/e","n/e","n/e","1797","0","n/e","n/e","n/e","n/e","1","3","204","407","n/e","n/e","22","n/e","725","n/e","0","991"
"Portugal (PT)","06.01.2022 14:00 - 06.01.2022 15:00 (UTC)","410","n/e","n/e","n/e","1842","0","n/e","n/e","n/e","n/e","51","3","202","410","n/e","n/e","21","n/e","617","n/e","0","1050"
"Portugal (PT)","06.01.2022 15:00 - 06.01.2022 16:00 (UTC)","409","n/e","n/e","n/e","1832","0","n/e","n/e","n/e","n/e","33","51","209","239","n/e","n/e","22","n/e","463","n/e","0","1080"
"Portugal (PT)","06.01.2022 16:00 - 06.01.2022 17:00 (UTC)","407","n/e","n/e","n/e","2171","0","n/e","n/e","n/e","n/e","873","2","643","944","n/e","n/e","22","n/e","183","n/e","0","1175"
"Portugal (PT)","06.01.2022 17:00 - 06.01.2022 18:00 (UTC)","413","n/e","n/e","n/e","2393","0","n/e","n/e","n/e","n/e","1279","1","1173","966","n/e","n/e","22","n/e","8","n/e","0","1465"
"Portugal (PT)","06.01.2022 18:00 - 06.01.2022 19:00 (UTC)","412","n/e","n/e","n/e","2160","0","n/e","n/e","n/e","n/e","1175","2","1138","861","n/e","n/e","22","n/e","0","n/e","0","1729"
"Portugal (PT)","06.01.2022 19:00 - 06.01.2022 20:00 (UTC)","409","n/e","n/e","n/e","2111","0","n/e","n/e","n/e","n/e","1717","1","1231","1050","n/e","n/e","22","n/e","0","n/e","0","1873"
"Portugal (PT)","06.01.2022 20:00 - 06.01.2022 21:00 (UTC)","413","n/e","n/e","n/e","2058","0","n/e","n/e","n/e","n/e","1275","1","910","919","n/e","n/e","22","n/e","0","n/e","0","1969"
"Portugal (PT)","06.01.2022 21:00 - 06.01.2022 22:00 (UTC)","413","n/e","n/e","n/e","2044","0","n/e","n/e","n/e","n/e","938","2","638","685","n/e","n/e","22","n/e","0","n/e","0","1971"
"Portugal (PT)","06.01.2022 22:00 - 06.01.2022 23:00 (UTC)","412","n/e","n/e","n/e","1591","0","n/e","n/e","n/e","n/e","600","4","556","703","n/e","n/e","23","n/e","0","n/e","2","2046"
"Portugal (PT)","06.01.2022 23:00 - 07.01.2022 00:00 (UTC)","409","n/e","n/e","n/e","1092","0","n/e","n/e","n/e","n/e","25","146","104","160","n/e","n/e","22","n/e","0","n/e","19","2184"
"Portugal (PT)","07.01.2022 00:00 - 07.01.2022 01:00 (UTC)","407","n/e","n/e","n/e","886","0","n/e","n/e","n/e","n/e","0","588","113","105","n/e","n/e","22","n/e","0","n/e","24","2397"
"Portugal (PT)","07.01.2022 01:00 - 07.01.2022 02:00 (UTC)","410","n/e","n/e","n/e","864","0","n/e","n/e","n/e","n/e","0","282","104","136","n/e","n/e","22","n/e","0","n/e","20","2506"
"Portugal (PT)","07.01.2022 02:00 - 07.01.2022 03:00 (UTC)","413","n/e","n/e","n/e","855","0","n/e","n/e","n/e","n/e","0","1219","109","85","n/e","n/e","22","n/e","0","n/e","18","2478"
"Portugal (PT)","07.01.2022 03:00 - 07.01.2022 04:00 (UTC)","416","n/e","n/e","n/e","897","0","n/e","n/e","n/e","n/e","0","1569","104","85","n/e","n/e","21","n/e","0","n/e","25","2372"
"Portugal (PT)","07.01.2022 04:00 - 07.01.2022 05:00 (UTC)","418","n/e","n/e","n/e","1024","0","n/e","n/e","n/e","n/e","0","657","100","85","n/e","n/e","21","n/e","0","n/e","25","2495"
"Portugal (PT)","07.01.2022 05:00 - 07.01.2022 06:00 (UTC)","412","n/e","n/e","n/e","1250","0","n/e","n/e","n/e","n/e","0","333","112","174","n/e","n/e","21","n/e","0","n/e","22","2686"
"Portugal (PT)","07.01.2022 06:00 - 07.01.2022 07:00 (UTC)","412","n/e","n/e","n/e","1681","0","n/e","n/e","n/e","n/e","3","16","203","293","n/e","n/e","21","n/e","0","n/e","21","2842"
"Portugal (PT)","07.01.2022 07:00 - 07.01.2022 08:00 (UTC)","417","n/e","n/e","n/e","1882","0","n/e","n/e","n/e","n/e","780","14","446","648","n/e","n/e","20","n/e","1","n/e","18","2723"
"Portugal (PT)","07.01.2022 08:00 - 07.01.2022 09:00 (UTC)","421","n/e","n/e","n/e","1913","0","n/e","n/e","n/e","n/e","965","5","738","801","n/e","n/e","22","n/e","107","n/e","19","2658"
"Portugal (PT)","07.01.2022 09:00 - 07.01.2022 10:00 (UTC)","419","n/e","n/e","n/e","1821","0","n/e","n/e","n/e","n/e","320","3","479","593","n/e","n/e","21","n/e","434","n/e","23","2537"
"Portugal (PT)","07.01.2022 10:00 - 07.01.2022 11:00 (UTC)","421","n/e","n/e","n/e","1606","0","n/e","n/e","n/e","n/e","135","6","250","477","n/e","n/e","22","n/e","695","n/e","14","2429"
"Portugal (PT)","07.01.2022 11:00 - 07.01.2022 12:00 (UTC)","409","n/e","n/e","n/e","1766","0","n/e","n/e","n/e","n/e","0","177","209","178","n/e","n/e","22","n/e","816","n/e","10","2166"
"Portugal (PT)","07.01.2022 12:00 - 07.01.2022 13:00 (UTC)","398","n/e","n/e","n/e","1600","0","n/e","n/e","n/e","n/e","0","31","192","177","n/e","n/e","21","n/e","857","n/e","10","1640"
"Portugal (PT)","07.01.2022 13:00 - 07.01.2022 14:00 (UTC)","398","n/e","n/e","n/e","1705","0","n/e","n/e","n/e","n/e","0","3","150","189","n/e","n/e","22","n/e","827","n/e","14","1261"
"Portugal (PT)","07.01.2022 14:00 - 07.01.2022 15:00 (UTC)","361","n/e","n/e","n/e","1694","0","n/e","n/e","n/e","n/e","0","23","149","175","n/e","n/e","22","n/e","751","n/e","22","1002"
"Portugal (PT)","07.01.2022 15:00 - 07.01.2022 16:00 (UTC)","357","n/e","n/e","n/e","1590","0","n/e","n/e","n/e","n/e","0","318","180","201","n/e","n/e","22","n/e","562","n/e","18","942"
"Portugal (PT)","07.01.2022 16:00 - 07.01.2022 17:00 (UTC)","357","n/e","n/e","n/e","1988","0","n/e","n/e","n/e","n/e","710","3","636","685","n/e","n/e","23","n/e","227","n/e","18","918"
"Portugal (PT)","07.01.2022 17:00 - 07.01.2022 18:00 (UTC)","356","n/e","n/e","n/e","1892","0","n/e","n/e","n/e","n/e","1205","2","1283","869","n/e","n/e","22","n/e","10","n/e","16","1189"
"Portugal (PT)","07.01.2022 18:00 - 07.01.2022 19:00 (UTC)","357","n/e","n/e","n/e","2008","0","n/e","n/e","n/e","n/e","1160","2","1333","956","n/e","n/e","23","n/e","0","n/e","17","1277"
"Portugal (PT)","07.01.2022 19:00 - 07.01.2022 20:00 (UTC)","360","n/e","n/e","n/e","2016","0","n/e","n/e","n/e","n/e","1068","1","1230","877","n/e","n/e","22","n/e","0","n/e","13","1219"
"Portugal (PT)","07.01.2022 20:00 - 07.01.2022 21:00 (UTC)","355","n/e","n/e","n/e","1998","0","n/e","n/e","n/e","n/e","553","2","1054","829","n/e","n/e","22","n/e","0","n/e","15","1074"
"Portugal (PT)","07.01.2022 21:00 - 07.01.2022 22:00 (UTC)","354","n/e","n/e","n/e","1940","0","n/e","n/e","n/e","n/e","827","2","956","886","n/e","n/e","21","n/e","0","n/e","9","861"
"Portugal (PT)","07.01.2022 22:00 - 07.01.2022 23:00 (UTC)","353","n/e","n/e","n/e","1664","0","n/e","n/e","n/e","n/e","18","3","362","444","n/e","n/e","21","n/e","0","n/e","3","661"
"Portugal (PT)","07.01.2022 23:00 - 08.01.2022 00:00 (UTC)","354","n/e","n/e","n/e","1431","0","n/e","n/e","n/e","n/e","812","2","369","879","n/e","n/e","21","n/e","0","n/e","3","586"
"Portugal (PT)","08.01.2022 00:00 - 08.01.2022 01:00 (UTC)","353","n/e","n/e","n/e","1226","0","n/e","n/e","n/e","n/e","389","2","286","681","n/e","n/e","22","n/e","0","n/e","2","474"
"Portugal (PT)","08.01.2022 01:00 - 08.01.2022 02:00 (UTC)","356","n/e","n/e","n/e","962","0","n/e","n/e","n/e","n/e","95","6","152","195","n/e","n/e","22","n/e","0","n/e","2","362"
"Portugal (PT)","08.01.2022 02:00 - 08.01.2022 03:00 (UTC)","354","n/e","n/e","n/e","819","0","n/e","n/e","n/e","n/e","119","7","112","102","n/e","n/e","22","n/e","0","n/e","0","289"
"Portugal (PT)","08.01.2022 03:00 - 08.01.2022 04:00 (UTC)","353","n/e","n/e","n/e","673","0","n/e","n/e","n/e","n/e","0","7","109","87","n/e","n/e","21","n/e","0","n/e","0","273"
"Portugal (PT)","08.01.2022 04:00 - 08.01.2022 05:00 (UTC)","354","n/e","n/e","n/e","645","0","n/e","n/e","n/e","n/e","0","7","100","84","n/e","n/e","22","n/e","0","n/e","0","327"
"Portugal (PT)","08.01.2022 05:00 - 08.01.2022 06:00 (UTC)","348","n/e","n/e","n/e","632","0","n/e","n/e","n/e","n/e","0","7","99","102","n/e","n/e","21","n/e","0","n/e","0","431"
"Portugal (PT)","08.01.2022 06:00 - 08.01.2022 07:00 (UTC)","345","n/e","n/e","n/e","718","0","n/e","n/e","n/e","n/e","14","7","115","174","n/e","n/e","20","n/e","0","n/e","0","531"
"Portugal (PT)","08.01.2022 07:00 - 08.01.2022 08:00 (UTC)","348","n/e","n/e","n/e","710","0","n/e","n/e","n/e","n/e","518","6","426","683","n/e","n/e","21","n/e","1","n/e","0","663"
"Portugal (PT)","08.01.2022 08:00 - 08.01.2022 09:00 (UTC)","353","n/e","n/e","n/e","811","0","n/e","n/e","n/e","n/e","603","6","882","723","n/e","n/e","23","n/e","135","n/e","0","732"
"Portugal (PT)","08.01.2022 09:00 - 08.01.2022 10:00 (UTC)","354","n/e","n/e","n/e","725","0","n/e","n/e","n/e","n/e","323","6","825","838","n/e","n/e","25","n/e","471","n/e","0","822"
"Portugal (PT)","08.01.2022 10:00 - 08.01.2022 11:00 (UTC)","358","n/e","n/e","n/e","733","0","n/e","n/e","n/e","n/e","112","7","595","231","n/e","n/e","27","n/e","720","n/e","1","821"
"Portugal (PT)","08.01.2022 11:00 - 08.01.2022 12:00 (UTC)","374","n/e","n/e","n/e","536","0","n/e","n/e","n/e","n/e","0","41","304","180","n/e","n/e","26","n/e","817","n/e","0","719"
"Portugal (PT)","08.01.2022 12:00 - 08.01.2022 13:00 (UTC)","391","n/e","n/e","n/e","419","0","n/e","n/e","n/e","n/e","97","20","279","168","n/e","n/e","26","n/e","809","n/e","1","843"
"Portugal (PT)","08.01.2022 13:00 - 08.01.2022 14:00 (UTC)","405","n/e","n/e","n/e","501","0","n/e","n/e","n/e","n/e","40","718","207","86","n/e","n/e","27","n/e","779","n/e","0","1181"
"Portugal (PT)","08.01.2022 14:00 - 08.01.2022 15:00 (UTC)","405","n/e","n/e","n/e","414","0","n/e","n/e","n/e","n/e","0","1100","131","86","n/e","n/e","25","n/e","669","n/e","1","1822"
"Portugal (PT)","08.01.2022 15:00 - 08.01.2022 16:00 (UTC)","400","n/e","n/e","n/e","412","0","n/e","n/e","n/e","n/e","0","1007","142","99","n/e","n/e","28","n/e","456","n/e","3","2275"
"Portugal (PT)","08.01.2022 16:00 - 08.01.2022 17:00 (UTC)","400","n/e","n/e","n/e","520","0","n/e","n/e","n/e","n/e","8","68","247","193","n/e","n/e","28","n/e","190","n/e","3","2507"
"Portugal (PT)","08.01.2022 17:00 - 08.01.2022 18:00 (UTC)","399","n/e","n/e","n/e","472","0","n/e","n/e","n/e","n/e","135","10","348","232","n/e","n/e","28","n/e","13","n/e","5","2876"
"Portugal (PT)","08.01.2022 18:00 - 08.01.2022 19:00 (UTC)","400","n/e","n/e","n/e","406","0","n/e","n/e","n/e","n/e","127","10","764","683","n/e","n/e","29","n/e","0","n/e","4","3013"
"Portugal (PT)","08.01.2022 19:00 - 08.01.2022 20:00 (UTC)","409","n/e","n/e","n/e","475","0","n/e","n/e","n/e","n/e","303","10","968","743","n/e","n/e","28","n/e","0","n/e","4","2917"
"Portugal (PT)","08.01.2022 20:00 - 08.01.2022 21:00 (UTC)","411","n/e","n/e","n/e","522","0","n/e","n/e","n/e","n/e","592","10","1170","720","n/e","n/e","28","n/e","0","n/e","5","2812"
"Portugal (PT)","08.01.2022 21:00 - 08.01.2022 22:00 (UTC)","409","n/e","n/e","n/e","419","0","n/e","n/e","n/e","n/e","109","38","635","482","n/e","n/e","26","n/e","0","n/e","3","2751"
"Portugal (PT)","08.01.2022 22:00 - 08.01.2022 23:00 (UTC)","415","n/e","n/e","n/e","369","0","n/e","n/e","n/e","n/e","4","735","259","340","n/e","n/e","27","n/e","0","n/e","2","2757"
"Portugal (PT)","08.01.2022 23:00 - 09.01.2022 00:00 (UTC)","415","n/e","n/e","n/e","289","0","n/e","n/e","n/e","n/e","0","992","197","180","n/e","n/e","27","n/e","0","n/e","7","2730"
"Portugal (PT)","09.01.2022 00:00 - 09.01.2022 01:00 (UTC)","414","n/e","n/e","n/e","170","0","n/e","n/e","n/e","n/e","0","1363","173","34","n/e","n/e","27","n/e","0","n/e","9","2758"
"Portugal (PT)","09.01.2022 01:00 - 09.01.2022 02:00 (UTC)","413","n/e","n/e","n/e","166","0","n/e","n/e","n/e","n/e","0","1735","169","33","n/e","n/e","27","n/e","0","n/e","7","2837"
"Portugal (PT)","09.01.2022 02:00 - 09.01.2022 03:00 (UTC)","412","n/e","n/e","n/e","156","0","n/e","n/e","n/e","n/e","0","1431","137","37","n/e","n/e","28","n/e","0","n/e","9","2846"
"Portugal (PT)","09.01.2022 03:00 - 09.01.2022 04:00 (UTC)","417","n/e","n/e","n/e","163","0","n/e","n/e","n/e","n/e","0","1731","178","35","n/e","n/e","28","n/e","0","n/e","7","2992"
"Portugal (PT)","09.01.2022 04:00 - 09.01.2022 05:00 (UTC)","418","n/e","n/e","n/e","171","0","n/e","n/e","n/e","n/e","0","1592","144","44","n/e","n/e","28","n/e","0","n/e","8","2985"
"Portugal (PT)","09.01.2022 05:00 - 09.01.2022 06:00 (UTC)","418","n/e","n/e","n/e","168","0","n/e","n/e","n/e","n/e","0","1699","175","38","n/e","n/e","27","n/e","0","n/e","8","3010"
"Portugal (PT)","09.01.2022 06:00 - 09.01.2022 07:00 (UTC)","418","n/e","n/e","n/e","168","0","n/e","n/e","n/e","n/e","0","1401","177","40","n/e","n/e","29","n/e","0","n/e","10","2877"
"Portugal (PT)","09.01.2022 07:00 - 09.01.2022 08:00 (UTC)","415","n/e","n/e","n/e","170","0","n/e","n/e","n/e","n/e","5","1359","184","46","n/e","n/e","28","n/e","1","n/e","11","2830"
"Portugal (PT)","09.01.2022 08:00 - 09.01.2022 09:00 (UTC)","416","n/e","n/e","n/e","168","0","n/e","n/e","n/e","n/e","94","867","306","43","n/e","n/e","28","n/e","69","n/e","11","2842"
"Portugal (PT)","09.01.2022 09:00 - 09.01.2022 10:00 (UTC)","422","n/e","n/e","n/e","164","0","n/e","n/e","n/e","n/e","110","942","328","114","n/e","n/e","29","n/e","241","n/e","10","2775"
"Portugal (PT)","09.01.2022 10:00 - 09.01.2022 11:00 (UTC)","414","n/e","n/e","n/e","163","0","n/e","n/e","n/e","n/e","122","1078","176","50","n/e","n/e","28","n/e","403","n/e","9","2700"
"Portugal (PT)","09.01.2022 11:00 - 09.01.2022 12:00 (UTC)","415","n/e","n/e","n/e","165","0","n/e","n/e","n/e","n/e","9","1100","172","106","n/e","n/e","28","n/e","417","n/e","10","2700"
"Portugal (PT)","09.01.2022 12:00 - 09.01.2022 13:00 (UTC)","416","n/e","n/e","n/e","167","0","n/e","n/e","n/e","n/e","0","837","210","109","n/e","n/e","29","n/e","458","n/e","9","2736"
"Portugal (PT)","09.01.2022 13:00 - 09.01.2022 14:00 (UTC)","417","n/e","n/e","n/e","166","0","n/e","n/e","n/e","n/e","0","773","299","94","n/e","n/e","27","n/e","415","n/e","9","2791"
"Portugal (PT)","09.01.2022 14:00 - 09.01.2022 15:00 (UTC)","419","n/e","n/e","n/e","167","0","n/e","n/e","n/e","n/e","0","1055","168","167","n/e","n/e","28","n/e","324","n/e","7","2818"
"Portugal (PT)","09.01.2022 15:00 - 09.01.2022 16:00 (UTC)","419","n/e","n/e","n/e","167","0","n/e","n/e","n/e","n/e","16","854","191","173","n/e","n/e","28","n/e","201","n/e","10","2789"
"Portugal (PT)","09.01.2022 16:00 - 09.01.2022 17:00 (UTC)","419","n/e","n/e","n/e","241","0","n/e","n/e","n/e","n/e","126","367","383","325","n/e","n/e","27","n/e","79","n/e","12","2732"
"Portugal (PT)","09.01.2022 17:00 - 09.01.2022 18:00 (UTC)","416","n/e","n/e","n/e","385","0","n/e","n/e","n/e","n/e","532","72","378","122","n/e","n/e","27","n/e","5","n/e","11","2653"
"Portugal (PT)","09.01.2022 18:00 - 09.01.2022 19:00 (UTC)","418","n/e","n/e","n/e","557","0","n/e","n/e","n/e","n/e","1111","1","753","597","n/e","n/e","26","n/e","0","n/e","7","2527"
"Portugal (PT)","09.01.2022 19:00 - 09.01.2022 20:00 (UTC)","419","n/e","n/e","n/e","563","0","n/e","n/e","n/e","n/e","1239","1","898","623","n/e","n/e","27","n/e","0","n/e","7","2478"
"Portugal (PT)","09.01.2022 20:00 - 09.01.2022 21:00 (UTC)","418","n/e","n/e","n/e","563","0","n/e","n/e","n/e","n/e","1182","1","785","569","n/e","n/e","27","n/e","0","n/e","7","2465"
"Portugal (PT)","09.01.2022 21:00 - 09.01.2022 22:00 (UTC)","418","n/e","n/e","n/e","563","0","n/e","n/e","n/e","n/e","1262","1","447","472","n/e","n/e","27","n/e","0","n/e","5","2452"
"Portugal (PT)","09.01.2022 22:00 - 09.01.2022 23:00 (UTC)","418","n/e","n/e","n/e","393","0","n/e","n/e","n/e","n/e","468","218","174","54","n/e","n/e","27","n/e","0","n/e","3","2487"
"Portugal (PT)","09.01.2022 23:00 - 10.01.2022 00:00 (UTC)","416","n/e","n/e","n/e","367","0","n/e","n/e","n/e","n/e","69","492","140","94","n/e","n/e","26","n/e","0","n/e","3","2446"
"Portugal (PT)","10.01.2022 00:00 - 10.01.2022 01:00 (UTC)","418","n/e","n/e","n/e","478","0","n/e","n/e","n/e","n/e","0","878","129","19","n/e","n/e","27","n/e","0","n/e","2","2264"
"Portugal (PT)","10.01.2022 01:00 - 10.01.2022 02:00 (UTC)","413","n/e","n/e","n/e","477","0","n/e","n/e","n/e","n/e","0","970","126","20","n/e","n/e","26","n/e","0","n/e","2","2064"
"Portugal (PT)","10.01.2022 02:00 - 10.01.2022 03:00 (UTC)","414","n/e","n/e","n/e","510","0","n/e","n/e","n/e","n/e","0","1184","121","20","n/e","n/e","28","n/e","0","n/e","3","1914"
"Portugal (PT)","10.01.2022 03:00 - 10.01.2022 04:00 (UTC)","414","n/e","n/e","n/e","504","0","n/e","n/e","n/e","n/e","0","1286","109","37","n/e","n/e","27","n/e","0","n/e","4","1999"
"Portugal (PT)","10.01.2022 04:00 - 10.01.2022 05:00 (UTC)","414","n/e","n/e","n/e","603","0","n/e","n/e","n/e","n/e","0","1428","105","23","n/e","n/e","26","n/e","0","n/e","5","2033"
"Portugal (PT)","10.01.2022 05:00 - 10.01.2022 06:00 (UTC)","414","n/e","n/e","n/e","987","0","n/e","n/e","n/e","n/e","0","1218","117","157","n/e","n/e","27","n/e","0","n/e","4","1971"
"Portugal (PT)","10.01.2022 06:00 - 10.01.2022 07:00 (UTC)","418","n/e","n/e","n/e","1445","0","n/e","n/e","n/e","n/e","16","127","124","191","n/e","n/e","28","n/e","0","n/e","6","1867"
"Portugal (PT)","10.01.2022 07:00 - 10.01.2022 08:00 (UTC)","416","n/e","n/e","n/e","2087","0","n/e","n/e","n/e","n/e","672","9","496","370","n/e","n/e","28","n/e","0","n/e","7","1771"
"Portugal (PT)","10.01.2022 08:00 - 10.01.2022 09:00 (UTC)","412","n/e","n/e","n/e","2453","0","n/e","n/e","n/e","n/e","625","3","676","529","n/e","n/e","28","n/e","24","n/e","4","1655"
"Portugal (PT)","10.01.2022 09:00 - 10.01.2022 10:00 (UTC)","408","n/e","n/e","n/e","2625","0","n/e","n/e","n/e","n/e","524","7","745","598","n/e","n/e","28","n/e","116","n/e","2","1354"
"Portugal (PT)","10.01.2022 10:00 - 10.01.2022 11:00 (UTC)","405","n/e","n/e","n/e","2534","0","n/e","n/e","n/e","n/e","399","3","424","326","n/e","n/e","29","n/e","233","n/e","2","1043"
"Portugal (PT)","10.01.2022 11:00 - 10.01.2022 12:00 (UTC)","408","n/e","n/e","n/e","2501","0","n/e","n/e","n/e","n/e","401","3","291","324","n/e","n/e","29","n/e","320","n/e","2","756"
"Portugal (PT)","10.01.2022 12:00 - 10.01.2022 13:00 (UTC)","413","n/e","n/e","n/e","2568","0","n/e","n/e","n/e","n/e","460","2","317","324","n/e","n/e","29","n/e","393","n/e","1","631"
"Portugal (PT)","10.01.2022 13:00 - 10.01.2022 14:00 (UTC)","410","n/e","n/e","n/e","2600","0","n/e","n/e","n/e","n/e","189","3","330","321","n/e","n/e","29","n/e","427","n/e","1","478"
"Portugal (PT)","10.01.2022 14:00 - 10.01.2022 15:00 (UTC)","410","n/e","n/e","n/e","2379","0","n/e","n/e","n/e","n/e","189","3","250","123","n/e","n/e","28","n/e","364","n/e","3","519"
"Portugal (PT)","10.01.2022 15:00 - 10.01.2022 16:00 (UTC)","417","n/e","n/e","n/e","2548","0","n/e","n/e","n/e","n/e","260","3","447","425","n/e","n/e","29","n/e","271","n/e","4","622"
"Portugal (PT)","10.01.2022 16:00 - 10.01.2022 17:00 (UTC)","420","n/e","n/e","n/e","2658","0","n/e","n/e","n/e","n/e","1410","1","812","456","n/e","n/e","29","n/e","104","n/e","4","762"
"Portugal (PT)","10.01.2022 17:00 - 10.01.2022 18:00 (UTC)","415","n/e","n/e","n/e","2675","0","n/e","n/e","n/e","n/e","2044","1","1198","553","n/e","n/e","28","n/e","4","n/e","6","910"
"Portugal (PT)","10.01.2022 18:00 - 10.01.2022 19:00 (UTC)","421","n/e","n/e","n/e","2688","0","n/e","n/e","n/e","n/e","1975","1","1400","720","n/e","n/e","28","n/e","0","n/e","7","942"
"Portugal (PT)","10.01.2022 19:00 - 10.01.2022 20:00 (UTC)","425","n/e","n/e","n/e","2619","0","n/e","n/e","n/e","n/e","1803","0","1398","509","n/e","n/e","28","n/e","0","n/e","9","1022"
"Portugal (PT)","10.01.2022 20:00 - 10.01.2022 21:00 (UTC)","422","n/e","n/e","n/e","2578","0","n/e","n/e","n/e","n/e","1168","3","1044","757","n/e","n/e","27","n/e","0","n/e","10","1153"
"Portugal (PT)","10.01.2022 21:00 - 10.01.2022 22:00 (UTC)","416","n/e","n/e","n/e","2424","0","n/e","n/e","n/e","n/e","417","6","727","287","n/e","n/e","27","n/e","0","n/e","17","1353"
